SUBSCRIBER_ID,TARIFF_PLAN_ID_FROM,TARIFF_PLAN_ID_TO,CHANGE_MONTH
1173,3,5,2017-02
1174,1,5,2017-01
1175,2,5,2017-04
1176,2,5,2017-05
1177,3,5,2017-05
1178,3,5,2017-04
1179,4,5,2017-03
1180,1,5,2017-06
1181,3,5,2017-02
1182,2,5,2017-04
1183,1,5,2017-04
1184,2,5,2017-06
1185,3,5,2017-04
1186,2,5,2017-01
1187,1,5,2017-06
1188,1,4,2017-02
1189,3,5,2017-06
1190,1,4,2017-01
1191,1,5,2017-04
1192,4,5,2017-04
1193,3,5,2017-05
1194,3,5,2017-06
1195,3,5,2017-02
1196,3,4,2017-04
1197,3,5,2017-06
1198,3,5,2017-01
1199,1,5,2017-02
1200,2,5,2017-03
1201,1,4,2017-01
1202,2,5,2017-01
1203,3,5,2017-02
1204,2,5,2017-04
1205,3,5,2017-04
1206,5,4,2017-02
1206,4,3,2017-06
1207,1,5,2017-04
1208,3,4,2017-02
1209,2,5,2017-01
1210,1,5,2017-04
1211,1,5,2017-02
1212,3,5,2017-06
1213,3,5,2017-06
1214,3,5,2017-06
1215,4,5,2017-01
1216,1,5,2017-02
1217,1,5,2017-02
1218,1,4,2017-05
1219,3,5,2017-05
1220,1,5,2017-03
1221,2,4,2017-01
1222,1,5,2017-05
1223,1,5,2017-05
1224,2,5,2017-06
1225,3,5,2017-02
1226,3,5,2017-04
1227,1,5,2017-06
1228,3,4,2017-03
1228,4,5,2017-03
1229,1,5,2017-06
1230,3,5,2017-02
1231,1,5,2017-04
1232,3,5,2017-01
1233,3,5,2017-04
1234,1,5,2017-05
1235,1,4,2017-01
1236,1,5,2017-02
1237,2,5,2017-04
1238,1,5,2017-06
1239,1,5,2017-04
1240,1,5,2017-05
1241,2,5,2017-05
1242,1,4,2017-01
1243,1,5,2017-02
1244,1,5,2017-05
1245,1,5,2017-05
1246,1,5,2017-06
1246,5,1,2017-06
1247,3,5,2017-04
1248,3,5,2017-01
1249,3,5,2017-02
1250,3,5,2017-06
1251,1,5,2017-03
1252,3,5,2017-06
1253,3,5,2017-06
1254,3,5,2017-03
1255,1,5,2017-02
1256,3,5,2017-05
1257,3,5,2017-04
1258,3,5,2017-05
1259,3,5,2017-02
1260,2,5,2017-01
1261,1,5,2017-02
1262,1,5,2017-06
1263,2,5,2017-05
1264,3,5,2017-06
1265,4,5,2017-05
1266,3,5,2017-01
1267,1,5,2017-04
1268,3,5,2017-03
1269,1,5,2017-02
1270,1,5,2017-06
1271,3,5,2017-02
1272,3,5,2017-03
1273,1,5,2017-04
1274,1,5,2017-05
1275,1,5,2017-05
1276,3,5,2017-05
1277,3,5,2017-05
1278,2,5,2017-02
1279,3,5,2017-04
1280,2,5,2017-01
1281,4,3,2017-02
1282,3,5,2017-03
1283,1,5,2017-01
1284,3,5,2017-01
1285,3,5,2017-03
1286,4,3,2017-03
1287,3,5,2017-05
1288,1,5,2017-06
1289,3,5,2017-03
1290,3,5,2017-01
1291,1,5,2017-06
1292,3,5,2017-04
1293,3,5,2017-02
1293,5,1,2017-05
1294,1,5,2017-06
1295,2,4,2017-02
1296,1,5,2017-03
1297,3,5,2017-01
1298,3,4,2017-03
1298,4,5,2017-06
1299,3,4,2017-02
1300,2,5,2017-04
1301,3,5,2017-06
1302,3,5,2017-05
1303,3,5,2017-01
1304,1,4,2017-01
1305,1,5,2017-02
1306,3,5,2017-01
1307,3,5,2017-05
1308,3,5,2017-01
1309,1,5,2017-02
1310,1,5,2017-04
1311,1,5,2017-06
1312,3,5,2017-04
1313,4,5,2017-03
1314,3,5,2017-06
1315,3,5,2017-06
1316,1,4,2017-03
1317,3,5,2017-06
1318,1,4,2017-02
1319,3,5,2017-05
1320,2,5,2017-02
1321,1,5,2017-03
1322,2,5,2017-05
1323,2,3,2017-05
1324,3,4,2017-04
1325,1,4,2017-01
1326,1,5,2017-06
1327,3,5,2017-05
1328,3,5,2017-03
1329,3,5,2017-01
1330,1,5,2017-06
1331,1,5,2017-03
1332,2,5,2017-05
1333,1,5,2017-04
1334,2,4,2017-01
1335,4,5,2017-05
1336,1,5,2017-06
1337,3,5,2017-02
1338,2,5,2017-02
1339,2,4,2017-02
1340,1,5,2017-02
1341,2,1,2017-03
1342,1,5,2017-01
1343,3,4,2017-02
1344,1,5,2017-01
1345,3,5,2017-01
1346,2,5,2017-06
1347,1,5,2017-03
1348,3,5,2017-04
1349,1,5,2017-03
1350,5,4,2017-02
1351,3,5,2017-01
1352,3,5,2017-04
1353,1,4,2017-03
1354,3,5,2017-05
1355,3,5,2017-01
1356,1,5,2017-05
1357,1,5,2017-02
1358,1,5,2017-05
1359,2,5,2017-04
1360,3,5,2017-05
1361,3,5,2017-01
1362,2,5,2017-01
1363,3,5,2017-02
1364,3,5,2017-01
1365,1,4,2017-01
1366,1,4,2017-03
1367,1,5,2017-06
1368,3,5,2017-03
1369,3,5,2017-04
1370,3,5,2017-02
1371,3,5,2017-06
1372,4,5,2017-03
1373,3,5,2017-06
1374,1,5,2017-01
1375,1,3,2017-01
1376,1,5,2017-04
1377,3,5,2017-04
1378,3,5,2017-06
1379,2,4,2017-04
1380,1,5,2017-06
1381,5,4,2017-01
1382,1,5,2017-06
1383,2,5,2017-04
1384,2,1,2017-02
1385,3,5,2017-02
1386,3,5,2017-03
1387,1,5,2017-03
1388,1,5,2017-06
1389,2,5,2017-06
1390,3,5,2017-03
1391,1,4,2017-04
1392,3,5,2017-06
1393,1,4,2017-01
1394,1,5,2017-05
1395,1,5,2017-01
1396,3,5,2017-01
1397,1,5,2017-02
1398,1,4,2017-02
1399,1,5,2017-05
1400,1,5,2017-03
1401,3,5,2017-03
1402,5,1,2017-02
1402,1,3,2017-03
1403,3,5,2017-04
1404,3,5,2017-04
1405,1,5,2017-06
1406,1,5,2017-02
1407,5,3,2017-06
1408,1,5,2017-06
1409,3,4,2017-04
1409,4,5,2017-05
1410,3,5,2017-02
1411,1,5,2017-01
1412,3,5,2017-06
1413,3,5,2017-04
1414,3,5,2017-06
1415,1,5,2017-06
1416,2,4,2017-05
1417,1,5,2017-05
1418,1,4,2017-03
1419,3,5,2017-04
1420,3,5,2017-02
1421,3,5,2017-06
1422,3,5,2017-03
1423,1,5,2017-03
1424,1,5,2017-02
1425,3,5,2017-06
1426,3,5,2017-04
1427,1,4,2017-03
1428,3,5,2017-06
1429,4,5,2017-03
1430,3,5,2017-02
1431,1,4,2017-04
1432,1,5,2017-04
1433,3,5,2017-05
1434,2,4,2017-01
1435,3,5,2017-02
1436,3,5,2017-04
1437,1,5,2017-02
1438,2,5,2017-05
1439,3,5,2017-06
1440,1,5,2017-03
1441,1,5,2017-03
1442,1,3,2017-03
1443,1,5,2017-04
1444,3,2,2017-03
1444,2,3,2017-03
1445,2,4,2017-03
1446,3,5,2017-06
1447,1,5,2017-06
1448,2,4,2017-02
1449,3,5,2017-01
1450,3,5,2017-01
1451,2,5,2017-06
1452,1,5,2017-02
1453,1,5,2017-02
1454,3,5,2017-05
1455,3,5,2017-02
1456,1,5,2017-05
1457,2,5,2017-04
1458,1,5,2017-03
1459,3,5,2017-06
1460,3,5,2017-06
1461,5,3,2017-01
1462,1,5,2017-03
1463,3,5,2017-05
1464,4,5,2017-06
1465,1,5,2017-03
1466,2,5,2017-04
1467,3,5,2017-06
1468,1,5,2017-01
1469,2,5,2017-06
1470,3,5,2017-05
1471,2,5,2017-05
1472,3,4,2017-03
1473,1,4,2017-03
1474,2,5,2017-06
1475,1,5,2017-06
1476,1,5,2017-05
1477,3,5,2017-05
1478,1,4,2017-01
1479,3,5,2017-06
1480,3,5,2017-01
1481,3,5,2017-05
1482,3,5,2017-01
1483,3,5,2017-06
1484,1,5,2017-01
1485,3,5,2017-03
1486,3,5,2017-03
1487,1,5,2017-06
1488,3,5,2017-05
1489,1,4,2017-03
1490,3,4,2017-01
1491,3,5,2017-06
1492,3,2,2017-01
1493,3,4,2017-03
1494,3,5,2017-06
1495,3,5,2017-04
1496,2,4,2017-01
1497,2,5,2017-05
1498,1,5,2017-05
1499,1,5,2017-04
1500,1,5,2017-05
1501,3,5,2017-05
1502,2,5,2017-05
1503,1,4,2017-02
1504,1,5,2017-05
1505,1,5,2017-05
1506,3,5,2017-03
1507,1,5,2017-02
1508,1,5,2017-03
1509,2,5,2017-06
1510,3,5,2017-05
1511,3,5,2017-05
1512,1,5,2017-03
1513,2,1,2017-02
1514,1,5,2017-01
1515,1,4,2017-01
1516,1,5,2017-06
1517,3,5,2017-05
1518,3,4,2017-03
1518,4,5,2017-06
1519,3,5,2017-06
1520,3,5,2017-05
1521,1,4,2017-02
1522,3,5,2017-06
1523,5,1,2017-01
1524,3,5,2017-04
1524,3,5,2017-04
1524,3,5,2017-04
1524,3,5,2017-04
1524,5,3,2017-05
1524,5,3,2017-05
1524,5,3,2017-05
1524,5,3,2017-05
1525,1,5,2017-01
1526,2,5,2017-01
1527,3,5,2017-06
1528,2,3,2017-01
1528,3,2,2017-02
1528,2,5,2017-03
1528,5,2,2017-03
1529,4,5,2017-01
1530,3,5,2017-05
1531,1,5,2017-06
1532,3,4,2017-01
1533,1,5,2017-05
1534,1,5,2017-03
1535,1,4,2017-02
1536,3,5,2017-03
1537,3,5,2017-02
1537,5,3,2017-04
1538,2,1,2017-03
1539,3,5,2017-06
1540,1,5,2017-06
1541,1,4,2017-02
1542,3,5,2017-01
1543,1,5,2017-04
1544,1,5,2017-05
1545,1,5,2017-02
1546,2,4,2017-03
1547,3,5,2017-05
1548,2,3,2017-03
1549,1,5,2017-05
1550,3,5,2017-06
1551,2,4,2017-03
1552,3,5,2017-01
1553,1,5,2017-04
1554,1,5,2017-06
1555,2,5,2017-06
1556,1,5,2017-04
1557,1,5,2017-04
1558,4,3,2017-03
1559,3,5,2017-02
1560,1,5,2017-06
1561,3,4,2017-02
1562,3,5,2017-06
1563,1,5,2017-05
1564,3,5,2017-06
1565,2,4,2017-02
1566,3,5,2017-06
1567,1,5,2017-01
1568,3,5,2017-02
1569,1,4,2017-02
1570,3,5,2017-02
1571,1,5,2017-03
1572,1,5,2017-05
1573,3,5,2017-03
1574,2,5,2017-04
1575,4,5,2017-05
1576,2,5,2017-04
1577,3,5,2017-06
1578,3,5,2017-06
1579,1,5,2017-04
1580,2,5,2017-03
1581,2,5,2017-05
1582,3,4,2017-03
1582,4,3,2017-04
1583,2,4,2017-03
1584,1,5,2017-03
1585,3,5,2017-03
1586,1,4,2017-04
1586,4,1,2017-06
1587,3,5,2017-02
1588,3,5,2017-06
1589,1,5,2017-06
1590,3,5,2017-03
1591,2,3,2017-04
1592,2,5,2017-06
1593,1,5,2017-03
1594,3,5,2017-06
1595,4,5,2017-06
1596,1,5,2017-03
1597,3,5,2017-03
1598,1,5,2017-05
1599,2,4,2017-01
1600,4,5,2017-04
1601,1,5,2017-04
1602,1,5,2017-06
1603,3,5,2017-02
1604,1,5,2017-06
1605,1,4,2017-01
1606,3,4,2017-03
1606,4,3,2017-05
1607,3,4,2017-05
1608,3,5,2017-05
1609,1,5,2017-04
1610,1,5,2017-05
1611,3,5,2017-04
1612,1,5,2017-03
1613,1,5,2017-01
1614,1,4,2017-03
1615,1,4,2017-05
1616,3,5,2017-06
1617,3,5,2017-04
1618,2,5,2017-03
1619,2,5,2017-01
1620,3,5,2017-06
1621,4,5,2017-01
1622,3,5,2017-04
1623,3,4,2017-04
1624,2,5,2017-06
1625,4,5,2017-05
1626,4,5,2017-01
1627,3,5,2017-05
1628,2,5,2017-05
1629,3,5,2017-03
1630,3,5,2017-04
1631,1,5,2017-01
1632,1,5,2017-03
1633,3,5,2017-02
1634,3,5,2017-05
1635,4,5,2017-05
1636,1,4,2017-02
1636,4,5,2017-06
1637,1,5,2017-02
1638,3,5,2017-03
1639,1,5,2017-06
1640,1,5,2017-06
1641,3,5,2017-06
1642,1,4,2017-02
1643,3,5,2017-06
1644,1,5,2017-02
1645,3,5,2017-04
1646,1,5,2017-04
1647,3,5,2017-02
1648,4,5,2017-06
1649,3,5,2017-06
1650,1,5,2017-06
1651,1,5,2017-05
1652,1,5,2017-04
1653,1,4,2017-02
1654,1,5,2017-02
1655,1,5,2017-04
1656,3,5,2017-06
1657,3,5,2017-06
1658,1,5,2017-01
1659,3,5,2017-01
1660,1,5,2017-01
1661,4,5,2017-03
1662,3,1,2017-01
1663,4,1,2017-01
1664,3,5,2017-04
1665,2,5,2017-04
1666,3,5,2017-04
1667,3,5,2017-02
1667,5,3,2017-05
1668,1,5,2017-05
1669,3,5,2017-02
1670,3,5,2017-06
1671,1,4,2017-02
1672,1,5,2017-01
1673,1,5,2017-01
1674,3,5,2017-04
1675,1,4,2017-02
1676,1,5,2017-03
1677,1,4,2017-02
1678,3,5,2017-02
1679,3,5,2017-05
1680,1,4,2017-04
1681,3,5,2017-04
1682,3,5,2017-06
1683,1,4,2017-02
1684,3,5,2017-03
1685,3,5,2017-04
1686,1,5,2017-06
1687,4,5,2017-02
1688,3,5,2017-06
1689,2,4,2017-02
1689,4,5,2017-06
1690,1,4,2017-02
1691,3,5,2017-06
1692,1,5,2017-06
1693,3,5,2017-01
1694,3,5,2017-02
1695,2,5,2017-05
1696,1,5,2017-05
1697,3,5,2017-05
1698,3,4,2017-01
1698,4,5,2017-05
1699,2,5,2017-04
1700,1,5,2017-05
1701,3,5,2017-02
1702,3,5,2017-01
1703,3,4,2017-02
1704,1,4,2017-01
1705,3,5,2017-04
1706,3,5,2017-06
1707,3,5,2017-05
1708,3,5,2017-04
1709,3,5,2017-05
1710,1,4,2017-03
1711,1,5,2017-05
1712,3,5,2017-01
1713,3,5,2017-04
1714,1,5,2017-06
1715,1,5,2017-01
1716,1,4,2017-01
1717,1,5,2017-02
1718,3,5,2017-02
1719,1,5,2017-02
1720,1,5,2017-03
1721,3,5,2017-06
1722,3,5,2017-06
1723,1,4,2017-02
1723,4,5,2017-06
1724,3,5,2017-01
1725,3,5,2017-01
1726,1,5,2017-03
1727,4,5,2017-03
1728,1,5,2017-01
1729,3,4,2017-03
1730,1,5,2017-05
1731,1,4,2017-01
1732,2,5,2017-06
1733,2,5,2017-05
1734,3,4,2017-03
1734,4,5,2017-06
1735,1,4,2017-01
1736,1,5,2017-04
1737,3,5,2017-05
1738,1,4,2017-01
1739,2,5,2017-01
1740,1,5,2017-05
1741,3,4,2017-03
1741,4,5,2017-06
1742,4,5,2017-03
1743,3,5,2017-03
1744,1,5,2017-04
1745,3,5,2017-04
1746,2,5,2017-01
1747,3,5,2017-06
1748,3,5,2017-05
1749,3,5,2017-06
1750,3,4,2017-02
1750,4,5,2017-03
1751,3,5,2017-04
1752,3,5,2017-03
1753,1,5,2017-05
1754,3,4,2017-01
1755,3,5,2017-01
1756,3,5,2017-04
1757,3,2,2017-04
1758,1,5,2017-03
1759,3,5,2017-03
1760,1,5,2017-06
1761,3,5,2017-06
1762,1,5,2017-03
1763,1,5,2017-03
1764,3,4,2017-02
1765,2,5,2017-04
1766,2,5,2017-02
1767,3,5,2017-02
1768,2,1,2017-01
1769,3,5,2017-06
1770,4,5,2017-06
1771,3,4,2017-01
1772,3,5,2017-03
1773,3,5,2017-03
1774,3,5,2017-04
1775,3,5,2017-02
1776,1,4,2017-01
1777,3,5,2017-02
1778,1,5,2017-05
1779,1,5,2017-05
1780,1,5,2017-02
1780,5,1,2017-05
1781,4,5,2017-03
1782,3,5,2017-04
1783,1,5,2017-06
1784,3,5,2017-04
1785,3,5,2017-04
1786,3,5,2017-02
1787,3,5,2017-04
1788,2,4,2017-02
1789,2,5,2017-06
1790,3,5,2017-05
1791,2,4,2017-02
1792,2,4,2017-02
1793,1,4,2017-03
1794,1,5,2017-03
1795,3,4,2017-02
1795,4,5,2017-05
1796,3,5,2017-05
1797,1,5,2017-04
1798,3,5,2017-04
1799,3,5,2017-02
1800,1,4,2017-03
1801,3,4,2017-03
1802,3,5,2017-05
1803,3,5,2017-05
1804,3,5,2017-05
1805,1,5,2017-05
1806,3,5,2017-03
1807,3,5,2017-06
1808,3,5,2017-06
1809,3,5,2017-01
1810,3,5,2017-02
1811,1,5,2017-04
1812,2,4,2017-04
1813,2,5,2017-06
1814,1,5,2017-04
1815,2,5,2017-06
1816,3,5,2017-04
1817,1,3,2017-01
1818,3,5,2017-05
1819,3,5,2017-05
1820,1,5,2017-03
1821,2,5,2017-06
1822,3,5,2017-01
1823,2,5,2017-06
1824,3,5,2017-02
1825,3,4,2017-03
1826,1,5,2017-05
1827,1,4,2017-01
1828,3,5,2017-03
1829,1,4,2017-01
1830,1,5,2017-06
1831,2,5,2017-01
1832,3,5,2017-05
1833,1,5,2017-02
1834,3,5,2017-02
1835,4,5,2017-03
1836,3,5,2017-04
1837,2,4,2017-02
1838,3,5,2017-06
1839,3,5,2017-03
1840,3,5,2017-06
1841,1,2,2017-03
1842,1,5,2017-03
1842,5,1,2017-05
1843,4,5,2017-05
1844,3,5,2017-03
1845,1,4,2017-01
1847,3,5,2017-05
1848,3,4,2017-02
1848,4,3,2017-03
1848,3,5,2017-06
1849,1,5,2017-03
1850,1,5,2017-05
1851,2,5,2017-04
1852,2,5,2017-03
1853,2,4,2017-03
1854,3,5,2017-03
1855,3,5,2017-05
1856,3,5,2017-06
1857,3,5,2017-05
1858,3,5,2017-01
1859,1,5,2017-05
1860,1,5,2017-05
1861,1,5,2017-06
1862,3,5,2017-05
1863,3,5,2017-01
1864,3,5,2017-03
1865,3,5,2017-01
1866,1,5,2017-02
1867,3,5,2017-02
1868,3,5,2017-06
1869,2,5,2017-06
1870,3,5,2017-03
1871,3,5,2017-02
1872,3,5,2017-04
1873,3,5,2017-05
1874,1,5,2017-06
1875,2,4,2017-01
1876,1,5,2017-06
1877,1,5,2017-05
1878,3,5,2017-02
1879,1,5,2017-03
1880,2,4,2017-03
1881,1,3,2017-01
1882,2,3,2017-05
1883,2,4,2017-02
1884,3,5,2017-02
1885,1,5,2017-06
1886,1,5,2017-01
1887,1,5,2017-04
1888,2,5,2017-06
1889,3,5,2017-04
1890,2,5,2017-03
1891,3,5,2017-03
1892,2,4,2017-01
1893,3,4,2017-01
1894,1,5,2017-06
1895,2,5,2017-02
1896,3,5,2017-05
1897,2,5,2017-03
1898,1,3,2017-03
1899,3,5,2017-06
1900,4,5,2017-01
1901,1,5,2017-05
1902,1,5,2017-05
1903,2,4,2017-01
1904,3,5,2017-05
1905,1,4,2017-03
1906,2,4,2017-02
1907,3,5,2017-04
1908,3,5,2017-01
1909,3,5,2017-01
1910,2,5,2017-03
1911,3,5,2017-01
1912,1,5,2017-03
1913,1,4,2017-04
1914,3,4,2017-02
1915,3,5,2017-05
1916,1,5,2017-05
1917,3,5,2017-04
1918,1,5,2017-03
1919,3,5,2017-01
1919,5,3,2017-02
1920,2,4,2017-02
1920,4,5,2017-03
1921,1,5,2017-02
1922,5,1,2017-04
1923,1,5,2017-05
1924,3,5,2017-03
1925,3,5,2017-04
1926,3,5,2017-01
1927,1,5,2017-06
1928,2,5,2017-06
1929,2,4,2017-05
1930,1,5,2017-01
1931,1,4,2017-02
1932,3,5,2017-04
1933,1,3,2017-01
1934,3,4,2017-01
1935,1,5,2017-01
1936,3,5,2017-04
1937,1,4,2017-01
1938,1,5,2017-03
1939,1,5,2017-05
1940,1,5,2017-05
1941,5,1,2017-02
1941,1,5,2017-03
1942,3,4,2017-03
1943,3,5,2017-04
1944,1,5,2017-05
1945,3,5,2017-01
1946,3,5,2017-05
1947,2,5,2017-05
1948,3,5,2017-01
1949,3,5,2017-01
1950,3,4,2017-03
1951,2,4,2017-05
1952,3,5,2017-06
1953,3,4,2017-02
1954,4,5,2017-03
1955,1,4,2017-03
1956,3,5,2017-05
1957,3,5,2017-06
1958,3,5,2017-01
1959,2,5,2017-04
1960,3,5,2017-04
1961,3,5,2017-05
1962,3,4,2017-01
1963,1,5,2017-02
1964,3,5,2017-06
1965,1,5,2017-06
1966,2,5,2017-06
1967,1,4,2017-01
1968,3,5,2017-05
1969,3,5,2017-06
1970,1,5,2017-03
1971,3,5,2017-04
1972,1,5,2017-06
1973,3,5,2017-02
1974,3,5,2017-02
1975,3,5,2017-06
1976,3,5,2017-04
1977,1,5,2017-06
1978,2,4,2017-02
1979,3,5,2017-06
1980,3,4,2017-01
1980,4,5,2017-06
1981,2,5,2017-05
1982,3,5,2017-04
1983,3,5,2017-01
1983,5,3,2017-02
1984,1,5,2017-04
1985,3,5,2017-06
1986,3,5,2017-02
1987,1,3,2017-01
1988,1,5,2017-04
1989,1,5,2017-04
1990,3,5,2017-06
1991,1,5,2017-03
1992,3,5,2017-05
1993,1,5,2017-01
1994,3,4,2017-02
1995,5,1,2017-05
1996,3,5,2017-04
1997,2,4,2017-04
1998,2,5,2017-06
1999,3,5,2017-01
2000,3,5,2017-03
2001,1,5,2017-06
2002,3,5,2017-04
2003,1,5,2017-02
2004,3,5,2017-02
2005,3,5,2017-05
2006,3,5,2017-06
2007,3,5,2017-02
2008,3,5,2017-06
2009,3,5,2017-05
2010,3,5,2017-05
2011,1,5,2017-06
2012,2,4,2017-03
2012,3,5,2017-05
2013,1,4,2017-01
2014,3,5,2017-06
2015,3,4,2017-02
2016,3,5,2017-04
2017,3,5,2017-01
2018,1,5,2017-03
2019,3,5,2017-02
2020,3,5,2017-06
2021,3,5,2017-01
2022,3,5,2017-02
2023,3,5,2017-03
2024,5,1,2017-05
2025,2,4,2017-01
2026,1,5,2017-04
2027,2,5,2017-06
2028,1,5,2017-06
2029,3,5,2017-05
2030,4,5,2017-03
2031,4,5,2017-04
2032,3,4,2017-04
2033,1,5,2017-03
2034,1,5,2017-03
2035,1,5,2017-05
2036,3,5,2017-02
2037,1,5,2017-05
2038,1,5,2017-01
2039,3,5,2017-04
2040,3,5,2017-05
2041,3,5,2017-03
2042,2,5,2017-04
2043,3,5,2017-02
2044,2,5,2017-05
2045,1,5,2017-02
2046,3,5,2017-05
2047,1,5,2017-01
2048,1,5,2017-01
2049,3,5,2017-02
2050,3,5,2017-01
2051,2,5,2017-02
2052,1,5,2017-01
2053,2,5,2017-06
2054,1,5,2017-06
2055,1,5,2017-06
2056,1,5,2017-03
2057,3,5,2017-01
2058,3,5,2017-06
2059,3,5,2017-04
2060,3,5,2017-01
2061,3,5,2017-04
2062,3,5,2017-02
2063,1,4,2017-03
2064,3,5,2017-04
2065,3,5,2017-06
2066,3,5,2017-04
2067,3,5,2017-02
2068,1,4,2017-03
2069,3,5,2017-03
2070,1,4,2017-04
2071,3,5,2017-06
2072,1,5,2017-04
2073,3,4,2017-01
2074,1,5,2017-01
2075,3,5,2017-02
2076,3,5,2017-02
2077,1,3,2017-02
2078,3,5,2017-06
2079,3,5,2017-05
2080,1,5,2017-01
2081,3,5,2017-04
2082,3,5,2017-04
2083,1,5,2017-02
2083,5,1,2017-03
2084,3,5,2017-06
2085,2,4,2017-01
2086,1,2,2017-02
2087,3,5,2017-02
2088,3,5,2017-01
2089,3,5,2017-02
2090,1,4,2017-03
2091,2,4,2017-03
2092,3,5,2017-03
2093,1,5,2017-01
2094,1,4,2017-02
2095,3,5,2017-05
2096,3,5,2017-05
2097,1,5,2017-01
2098,3,5,2017-06
2099,1,5,2017-02
2100,3,5,2017-01
2101,1,5,2017-03
2102,3,5,2017-06
2103,1,4,2017-04
2104,3,5,2017-04
2104,5,1,2017-05
2105,3,5,2017-05
2106,3,5,2017-01
2107,3,5,2017-02
2108,4,1,2017-03
2109,3,5,2017-05
2110,1,4,2017-03
2111,1,5,2017-06
2112,1,5,2017-05
2113,1,5,2017-04
2114,4,5,2017-03
2115,1,5,2017-05
2116,3,5,2017-06
2117,1,5,2017-04
2118,1,5,2017-06
2119,3,5,2017-01
2120,1,5,2017-05
2121,3,5,2017-03
2122,3,5,2017-03
2123,3,5,2017-02
2124,3,5,2017-04
2125,3,5,2017-06
2126,1,5,2017-06
2127,3,5,2017-06
2128,2,5,2017-06
2129,1,5,2017-04
2130,3,5,2017-02
2131,3,5,2017-05
2132,3,5,2017-06
2133,3,5,2017-02
2134,3,1,2017-01
2135,3,5,2017-04
2136,3,5,2017-04
2137,3,5,2017-05
2138,1,5,2017-04
2139,2,5,2017-05
2140,3,5,2017-03
2141,3,5,2017-01
2142,1,5,2017-02
2143,1,4,2017-01
2144,3,5,2017-03
2144,3,5,2017-03
2144,3,5,2017-03
2144,3,5,2017-03
2144,5,3,2017-04
2144,5,3,2017-04
2144,5,3,2017-04
2144,5,3,2017-04
2144,3,5,2017-06
2144,3,5,2017-06
2144,3,5,2017-06
2144,3,5,2017-06
2145,3,5,2017-01
2146,3,5,2017-04
2147,2,5,2017-06
2148,3,5,2017-03
2149,3,5,2017-04
2150,3,5,2017-05
2150,3,5,2017-05
2150,3,5,2017-05
2150,3,5,2017-05
2150,5,4,2017-05
2150,5,4,2017-05
2150,5,4,2017-05
2150,5,4,2017-05
2151,3,5,2017-03
2152,1,5,2017-02
2153,2,5,2017-03
2154,3,5,2017-05
2155,3,5,2017-02
2156,3,5,2017-05
2157,3,5,2017-02
2158,3,5,2017-06
2159,3,4,2017-01
2160,1,4,2017-01
2160,4,5,2017-03
2161,3,5,2017-03
2162,1,4,2017-01
2163,3,5,2017-01
2164,3,5,2017-05
2165,1,4,2017-01
2166,4,5,2017-03
2167,3,5,2017-02
2168,3,5,2017-03
2169,3,5,2017-02
2170,3,5,2017-04
2171,3,5,2017-01
2172,1,5,2017-03
2173,1,3,2017-01
2174,3,5,2017-03
2175,1,5,2017-05
2176,3,4,2017-02
2177,1,4,2017-01
2177,4,5,2017-03
2178,3,5,2017-01
2179,3,5,2017-01
2180,4,5,2017-01
2181,3,5,2017-06
2182,1,5,2017-01
2183,3,5,2017-03
2184,4,5,2017-02
2185,4,5,2017-05
2186,1,5,2017-02
2187,1,5,2017-02
2188,1,5,2017-06
2189,3,5,2017-06
2190,3,5,2017-04
2191,3,5,2017-02
2192,4,5,2017-03
2193,1,5,2017-05
2194,3,5,2017-04
2195,1,4,2017-03
2196,3,4,2017-01
2197,1,5,2017-03
2198,1,5,2017-03
2199,3,5,2017-06
2200,3,5,2017-02
2201,1,5,2017-04
2202,1,5,2017-01
2203,3,5,2017-02
2204,3,5,2017-03
2205,3,5,2017-01
2206,1,5,2017-05
2207,4,5,2017-01
2208,1,5,2017-02
2209,1,5,2017-05
2210,1,4,2017-04
2211,4,5,2017-04
2212,1,5,2017-04
2213,2,3,2017-01
2214,1,5,2017-06
2215,3,5,2017-05
2216,1,4,2017-04
2217,1,5,2017-05
2218,1,5,2017-03
2219,3,5,2017-03
2220,3,5,2017-06
2221,1,5,2017-04
2222,3,5,2017-02
2223,3,4,2017-01
2224,3,5,2017-01
2225,3,4,2017-01
2226,3,5,2017-04
2227,3,5,2017-04
2228,1,5,2017-04
2228,5,1,2017-04
2229,3,5,2017-01
2230,3,5,2017-06
2231,1,5,2017-04
2232,1,5,2017-04
2233,1,5,2017-03
2234,3,4,2017-01
2234,4,5,2017-03
2235,3,5,2017-01
2236,3,5,2017-02
2237,3,5,2017-04
2238,1,5,2017-06
2239,1,5,2017-05
2240,3,5,2017-02
2241,3,5,2017-06
2242,3,5,2017-01
2243,1,5,2017-03
2244,3,5,2017-06
2245,4,5,2017-05
2246,3,5,2017-06
2247,1,4,2017-02
2248,3,4,2017-03
2249,3,5,2017-06
2250,1,5,2017-06
2251,3,5,2017-05
2252,3,5,2017-05
2253,3,5,2017-02
2254,3,5,2017-04
2255,3,5,2017-05
2256,3,5,2017-06
2257,3,5,2017-06
2258,1,5,2017-04
2259,1,5,2017-05
2260,1,5,2017-03
2261,3,4,2017-03
2262,3,5,2017-05
2263,3,5,2017-05
2264,3,5,2017-06
2265,1,5,2017-04
2266,3,5,2017-01
2267,3,5,2017-03
2268,3,5,2017-06
